Blog Post,Author Number
"MOPSY 1 	Wandering aimlessly seems to be a thing of pleasure for her, these days. Marianne’s sense of romance lets her connect collapsing in a graceful pool of cloak and limbs with skinning the soles of her feet on a hot sidewalk, and getting one more concussion from fainting along the way. Her hallucinations and the wild heat aid her. She smiles faintly when I struggle to pick her up, fluttering her hand at me as if to say she cannot do it herself, but that it is not worth the trouble. I think she is worth the trouble, and know she tries not to grunt when I put her across my shoulders and carry her home. Sometimes the walk home is very long, and I see that it is a large distance she has walked. Then, there are more and more frequent pauses as I stop to catch my breath, and listen for her slow breathing. Sometimes she has only just made it around the corner of our street, and then I turn around to see the curtains falling back down, the neighbors pretending not to have been watching. I would not look at them if I was Marianne, but I think she does. I think Marianne sees a lot of things I would not want to see if I were her. 	When she is back on the drooping couch, she does not look at me. I intend to fix the sofa; I will give it proper cushions with full ends and upholstery that doesn’t remind us of nineteen eighty-two. I will take away the brown-flowered curtains in her bedroom, and find clean white ones to go in their stead. The rugs should not be faded, the bed should not sag and creak the way it does, and there should be neither linoleum nor a plastic table cover in the kitchen. Marianne never thought that being an invalid would mean old red and green and beige and pale blue flowered sheets to hide the stains from when she could not keep herself from coughing in the night. She did not think there would be coughing in the day, too, and that some of it would be done in bed. I never (have never, do never, will never) ask her why she walks barefoot out the door sometimes, so long that I must go find her. I would not want to sleep on a tired, springy bed with stained sheets either. I do anyway. 	Finally, Marianne looks up at me from the couch. I am sitting in the armchair across the room, watching her and waiting for the present moment. She wants to ask me what we shall do this afternoon. Anything you like, I can say, giving her the decision. She will not be able to make up her mind, and we will turn the cushions backward on the sofa to redistribute the old fluff inside. There will not be anything worth watching on the TV, and we will be admittedly too lazy to pull out a CD player, so we will just sit. My arm goes around her shoulders, she slouches against me, and everything is just the way it ought to be. I will have to push her away, then, because her skin is too hot and I am afraid that I will begin to burn if she does not let go of me soon.  	Sitting on the sofa this way will only make new sofa memories over the old ones, and I do not want to revise the past. I will not suggest or move or even look to sitting with my arm around her on the left and left-middle gap cushions because I remember when her skin was cool. She did not cough so very much then (and coughing rubbish up was rare). Marianne and I are quite well matched, I think. The neighbors say so, and they laugh. Mr. and Mrs. Chotky have their prejudice intact (Marianne sees them and smiles all the same), but I happen to know that Marianne is not going to ask me what to do this afternoon because she does not want me to pull away from her. She knows what I am thinking. This is good. Even fevered people can be soul mates. Even fevered people can read minds, if they could before. 	There are many things that Marianne can do, these days. She can walk half a mile, in shoes, without fainting. She can, usually, dress herself. She can manage our calendar; every so often she will update it with colored crayons to mark the days in which we will go to a park or a museum or Ikea to sit on the furniture. I am teaching her to make pancakes from the bag, and she is teaching me to bake brownies from the box. Sometimes she has trouble with the flipping and the mixing, but that is why I am here. My arms are fairly strong, she says, though my culinary genius does not yet extend beyond pre-packaged food. I try not to remember that she does not have the energy to stand and work for longer than it takes to make boxed brownies. She particularly likes the interval between opening the box and eating the brownies, when she can watch me become befuddled and laugh. You’re learning, she says, you have to be the one to sort the process out. I laugh too, of course, and if the brownies are miserable because I forgot the yoghurt this time, we laugh again. She can laugh a lot, these days. 	One day, I bring her a book that I have bought in the subway station on the way home from work. I have a part-time job in an architect’s office as a kind of gopher, only they pay me more because they know my girl is terminally ill. We deny that it is terminal, but accept the money anyway. Perhaps someday I’ll get a real job there, and move up the totem pole? Twenty-six and I’m only starting off. I think we’ll be okay. Marianne protests that she is not okay- She does not really want the book I brought today, or the cards from yesterday, or the disposable camera from the day before. She wants me home, of course, she wants to be well again, and she wants a bottle of Lysol to clean her sheets with. I tell her that she might not want Lysol for her sheets, but she is adamant.  	In the end, we strip the bed and dunk the sheets in Clorox. We soak and drown and inundate the sheets with Clorox. [The sheets] are now slightly closer to white than they were before, but have mostly faded into beige. She is begging me for brooms, for vacuums, which we have, and for heavy duty window cleaner and ammonia based cleaning products, which we haven’t. Formula 409, while probably toxic, does not smell the same way ammonia does. It is also advertised as biodegradable, and I thus see it as a good investment. Marianne does not think that Formula 409 will rid her house of the old invalid smell. Twenty-six and this is how it ends, she says. Then she looks at me solemnly, and points out in all seriousness that she intends to scrub her soul of disease with ammonia. I do not want to laugh, because she may honestly intend to wash herself with floor cleaner, and if I laugh she will swallow it just to spite me. This must be stopped. I snort accidentally, in the effort to breathe calmly through my nose. Again, I snort a little, and my mouth is twitching, so is hers, she is laughing a little, then I am, and then we both are, as ever. Marianne flips to the first page of the book I have given her and shows me that a) it is a romance novel, and b) the main character is intending to scrub her soul with something or other. She had begun reading while I was searching for Clorox, and found it devilishly amusing. I begin to wonder if she is honestly as tired of living in a sick house as I am, or if she’s only made that up to use a line. Shame upon me, because of course she’s tired of living here; Marianne is here more often than I am. Marianne is always here. 	On Saturday morning, I make a feeble attempt to sleep past nine. I do not like venturing into the real world at 6:45 daily to make money- some days I am still a teenager. Marianne is a teenager too. 8:45 AM and she is sitting on my bed, considering shaking me awake, considering staring at me until I wake up, considering doing neither, and finally just staring out of sheer nervousness that I might die if she shakes me too hard. You are fragile, she says. I wake up, of course, and ask her if I have kicked her in the night. You are fragile, I say. Then I want to kick myself, because of course she has her own room, own bed, now, with Clorox-ed sheets. I must kick myself again and again, to remember that I am not going to forget sleeping with her nearby when her skin felt white and her rubbish landed in the pot by her pillow. It is all right, of course; a slip of the tongue at 8:45 is forgiven by her because we are going to make pancakes again. She will be a fast learner and a fast talker when she gets tired. Marianne has stopped getting cranky when she is tired. She is tired often, I think. 	When we are getting ready for bed, Marianne often sits on the bathtub ledge to watch me brush my teeth. She is very philosophical, then. You know, she says, having toothpaste on your nose is like having banana on your chin. Here, I want to laugh, but doing so while brushing my teeth opens my mouth dangerously wide. I think that’s why she says the things she does, to see toothpaste dribble out of the corner of my usually neat mouth. She strikes me as so young, then, or at least so fun. It’s funny that you connect the two, she says. Twenty-six and that’s just where we are, love, twenty-six. She pauses, and I stare at the mirror, brushing heartily away; thinking. I can’t say I’ve learned something from her. There is no lesson from her sickness, and I don’t want there to be; lessons mean closure, and we’re not finished yet. We’re going to make her well, we’re going to move across the country, and we’re going to be young and beautiful doing it. I grin, and lose a little toothpaste out the side of my mouth. I think we’ll be fine, I say. Twenty-six is a good place for us.",8
"The Song That...  ...describes me, myself and I: has not been written, i think.  ...i was listening to 5 years ago:""Little Black Backpack"" by Stroke9  ...i was listening to 4 years ago: ""Crash and Burn"" by Savage Garden  ...i was listening to 3 years ago: ""Everywhere"" by Michelle Branch  ...i was listening to 2 years ago: ""The Young and the Hopeless"" by Good Charlotte  ...i was listening to last year: ""Both Hands"" by Ani DiFranco  ....that is all I listen to now: ""Calling You"" by Blue October  ...plays in the background if my life was a movie (and if i had to choose one): ""Dust in the Wind"" by Kansas  ...I can’t get out of my head: ""Crazy for This Girl"" by Evan and Jaron  ...I’d rather have in my head: ""Stay or Leave"" by Dave Matthews Band  ...i just start singing randomly (anytime anywhere): Happy Birthday  ...I sing in the shower and ONLY in the shower: none?  ...makes me think about the past: ""Truly, Madly, Deeply"" by Savage Garden, if you want camp flashbacks?  ...takes me back to my childhood: ""Summertime"" from Porgy and Bess  ...describes my [relationship] with my [best] friend(s): ""Singing in My Sleep"" by Semisonic  ...[should have] played during my first kiss: (n/a? but,) ""She Says"" by Ani DiFranco. nevermind the lyrics.  ...describes my love life: ""I'd Rather Be in Love"" by Michelle Branch  ...describes my fury, my anguish, my rage: too hard. the three are different.  ...reminds me of my saddest moment: but what WAS my saddest moment? try ""Stay or Leave"" by Dave Matthews Band again  ...reminds me of my most triumphant moment: ""Ocean Avenue"" by  Yellowcard  ...reminds me of something it took forever to figure out: ""I'd Rather be in Love"" by Michelle Branch, again  ...cheers me up EVERY time: ""Love is in the Air [Ballroom Mix]"" by John Paul Young  ...makes me sad EVERY time: ""Fast Car"" by Tracy Chapman  ...gets me hyped up when I need to be: ""Sekai ni hitotsudake no hana"" by SMAP  ...lays down the hottest beat: ""Devil's Dance Floor"" by Flogging Molly  ...makes me want to dance when no one’s watching: ""You Make Me Sick"" by Pink (the no watching thing.)  ...has the best harmony: ""I Was On the Moon"" by Apollo Sunshine, only not, i just like part of it. really, there's nice harmony everywhere  ...i will never grow tired of: ""Never Was"" by Allette Brooks  ...I heard most recently: ""Crazy for this Girl"" by Evan and Jaron. obviously?  ...will play at my wedding: i'll get back to you on that one.  ...takes me far far away from here: ""America"" by Simon and Garfunkel  ... sums up my whole turbulent or blissful life: ""She's a Rainbow"" by The Rolling Stones",8
"oh, i must! not sorry.  [ 1 ] First grade teacher's name: McKercher. Marnie? Keri? [ 2 ] Last word you said: no. [ 3 ] Last song you sang: Tonari no Totoro [ 4 ] Last person you hugged: nicole [ 5 ] Last thing you laughed at: sol [ 6 ] Last time you said I don't fucking remember: possibly never [ 7 ] Last time you cried: bus in tokyo (leaving host family) [ 8 ] What's in your CD player: either Bolero by Mr Children or the carey mix [ 9 ] What color socks are you wearing: orange [ 10 ] What's under your bed: 1960s typewriter [ 11 ] What time did you wake up today: 6:30. oh god. [ 12 ] Current taste: pizza and pesto [ 13 ] Current hair: loose and messy, whee! [ 14 ] Current clothes: jeans, junshin belt, green japanese tank top, jean jacket [ 15 ] Current annoyance: being overly full [ 16 ] Current longing: to receive a letter- no, a snog, from a certain person [ 17 ] Current desktop picture: vaio! into the distance. default. [ 18 ] Current worry: there will never be a letter. i will fail at writing my own letters. i will be scorned for my stupidity. i will become fatter. these were separate. [ 19 ] Current hate: my blubber [ 20 ] Current favorite article of clothing: striped shirt with lace from japan! [ 21 ] Favorite physical feature of the opposite sex: forearms [ 22 ] Last CD that you listened to: Putumayo Presents: Womens' Work [ 23 ] Favorite place to be: still cambridge? the park, and the carpet, are creeping up on the list. [ 24 ] Least favorite place: small gym. no reason. [ 25 ] Time you wake up in the morning: 9-ish? very averaged. [ 26 ] If you could play an instrument, what would it be: other than what i already can do, piano. [ 27 ] Favorite color(s): dark green and grey, burgundy, navy blue, black. [ 28 ] Do you believe in an afterlife: undecided [ 29 ] How tall are you: 5'7"" [ 30 ] Current favorite word/saying: ""goodness"" or ""muchly"" [ 31 ] Favorite book: The Bell Jar [ 32 ] Favorite season: fall or spring in california [ 33 ] One person from your past you wish you could go back and talk to: jacob [ 34 ] Favorite day: halloween  [[[ FUTURE ]]]   [ 35 ] Where do you want to go: excluding places i've already been to, because i want to back to all of them: thailand, new zealand, denmark, norway, luxembourg, portugal, greece, russia, ukraine, india, china, germany, austria, scotland, iceland, tibet, pakistan. everywhere? [ 36 ] What is your career going to be like: exciting [ 37 ] How many kids do you want: 0 or 2 [ 38 ] What kind of car will you have: something non-polluting  [[[ HAVE YOU EVER... ]]]   [Gotten in a fight w/your dog/cat/bird/fish, etc]: n/a [Been to New York?]: yes [Been to Florida?]: no [Been to San Diego, Cali?]: no [Been to Hawaii?]: yes [Been to Mexico?]: no [Been to China?]: no [Been to Canada?]: yes [Danced naked?]: yes [Dreamed something really crazy and then it happened the next day]: yes [Had an imaginary friend?]: yes   [[[ RANDOM ]]]   [Do you have a crush on someone?]: yes [What book are you reading now?]: Uncle Tom's Cabin, Johnny Panic and the Bible of Dreams (and other stories) [Worst feeling in the world]: loneliness (pain of that sort), guilt [What is the first thing you think when you wake in the morning?]: i process the smell of the morning [How many rings before you answer?]: two [Future daughter's name]: miriam, rosie [Future son's name]: gideon, jacob/james [Do you sleep with a stuffed animal?]: yes [If you could have any job you wanted, what would it be?]: musician [Are you a lefty, righty or ambidextrous?]: righty [College plans]: none yet. [Piercings]: one on each ear  [[[ THE EXTRA STUFF ]]]   [Do you do drugs?]: no [Do you drink]: alcohol, no [Who are your best friends?]: jessie/megan, nicole, and sophie? it's hard to say, these days, so i'm likely wrong [What kind of Shampoo and Conditioner do you use?]: clairol herbal essences, alternated with vidal sassoon from japan [What are you most scared of?]: drowning? maybe [What clothes do you sleep in?]: boxers and a t-shirt [Who is the last person that called you?]: called ME? tamar, at home; my mom on my cell phone [Where do you want to get married?]: in a castle, or something stoney with gardens of that sort [If you could change anything about yourself what would that be?]: body [Favorite number]: 32 [Been In Love?]: doubtful, but undecided [Are You Timely Or Always Late]: neurotically timely, but my family makes me late [Do You Have A Job]: yes, starting tuesday [Do You Like Being Around People]: yes [Best feeling in the world]: the open heart feeling of lying in the sun with someone [Are you for world peace]: sure, yea [Are you a health freak]: no, i don't think so [Do You Have A ""Type"" Of Person You Always Go After]: kind of. yea. [Want Someone You Don't Have Right Now]: yes [Are You Lonely Right Now]: yes [Ever Afraid You'll Never Get Married]: no [Do You Want To Get Married]: yes, but also very much no. depends on the situation [Do You Want Kids]: see above  [[[ IN THE LAST 48 HOURS, HAVE YOU... ]]]  [Cried]: no [Bought Something]: yes [Gotten Sick:]: no [Sang]: yes [Said I Love You]: no [Wanted To Tell Someone You Loved them]: yes [Met Someone New]: no [Moved On]: yes [Talked To Someone]: yes [Had A Serious Talk]: yes [Missed Someone]: yes [Hugged Someone]: yes [Kissed Someone]: no [Fought With Your Parents]:yes  [Dreamed About Someone You Can't Be With]: yes [Had a lot of sleep]: no",8
"Edge-of-Jungle Scene 	It is late afternoon, and the smaller animals are gravitating towards the watering hole. Its uneven blackness spans a large area, with a graying log floating in the center. The animals appear to avoid this potential resting spot in favor of hovering around the edges to drink and retreat into the shadows. More grey, ropey branches lie tangled across the surface of the water, from the fall of the central rotting trunk. The jungle populace holds its distance from these deadly cords, the nearest life form being a single toadstool growing in the shadows. An adventurous pale green frog has recently begun swimming near the opposite shore, but the others wait in the shadows for proof that the predators have already come and left.   Keyboard pad, keyboard, cords, paperclip bowl, post-it notes  	A large rock stands atop a nearby plateau, overlooking the watering hole. It has a smooth, thin surface, with a blackness that the pond reflects. A frequent origin of strange noises, only the tiniest and bravest of creatures seek protection here- purple speckled tree frog of the same species as the pale green swimmer, and a colony of white moths.  Computer monitor, post-its, business cards  	Off to the leftmost side of the pond, after a safe space of red earth (trampled into circles and ovals by the larger animals), a large sloth has emerged to hydrate itself. The sloth is of a very light grey, and has not moved for at least twenty minutes. It is difficult to discern which end is its head and which its tail. Neither end nor sides produces limbs of any kind. Breathing is also not visible, but it is expected that it will soon ‘awaken’ to drink and slink away. This manner of appearing dead or inanimate is a defense mechanism of the grey Jungle Sloth. Cashmere sweater 	Tree branches swing low by the right side of the water. On top of these sit a variety of birds, possibly unsure as to whether the fallen tree branches are snakes or plants. One bird, a deep brown creature of the Armanus family, has opened his wings silently, revealing tan wingtips to indicate that his status as a male of mating age. He sits triumphantly atop a red jungle worm that he has crushed into submission. It no longer struggles for freedom.  Armani glasses case, red CD case  	Behind this more colorful bird sit a collection of oddly shaped birds. The first two are crows, one starved and gaunt, and the other with a tumor on his rear end such that he appears curved up at each end. Their black feathers are no longer shiny, perhaps indicating a flight across the desert to the edge of the jungle, here. They, too, await the clearing of the watering hole. Next to these two characters sits a black vulture with a particularly bulbous head, which he swings at random moments so as to inspire fear into the sloth and the other faking-death animals. However, his possession of a bit of still-red rhinoceros carcass indicates that he is no longer on the hunt. At his side is the last crow, with longer feathers than the others, looking particularly mild for the hot weather. A cool breeze blows in, and the purple speckled frog leaps into the watering hole.  Stapler, tape dispenser, rolodex, pink bank receipt, hole punch",8
"Today,....... hmmm. What to say about today, and whatever else has happened since my last post. I cant say anything here that would make up for whatever it is that ive done in the period of time prior to this entry. Im not going to call attention to anything that is particularly depressing tonight. Im done with that. Im not going to let myself feel guilty for something that i 'did' that doesnt require an action. I apologize, but i wont let myself feel bad. Thats the way ive decided i want to live my life, and thats how i will. Anyways, Neal and I took Emily out for lunch today as a late birthday lunch. We partook in various Italian festivities while dining at Joe's, and somehow started the day long conversation of ""What are cars named after?"" What in the hell is an Alero? Montero? Vue? Nobody knows. Anyways, after lunch, we all rode in Neal's car to Baskin Robbins, because 1) Emily wanted to go there, and 2) She didnt want to drive in the 'rain'. When we arrived, we deliberated upon which flavor of ice cream we wished to consume. Since im boring, and according to them, i like no food, ever, (but i am a fan of racism and Nazi's appearantly...), that i decided to just stick with the cookie's and cream. They on the other hand had to take the purity and wonder that is ice cream, and crush it beneath neal's (terribly clothed) legs of justice. They decided to buy "" X-MINT."" Some lame flavor to celebrate a far more amazing piece of cinematography. Ok, here's putting it lightly. It was the most unappetizing looking substance in the history of mankind. It was black, yes black, tar black even, and a dark blue. It looked like bubblegum on black top. Disgusting. So of course, they eat it, completely content that im totally and entirely disgusted by it, and then we decide to go roaming. The first stop, ""  Cascades...."" (in a whisper). Then around the Krispy Kreme parking lot. We saw a lot of nice houses, we gawked, and continued wondering what car names meant. Is a Grand Cherokee a really really really awesome Native American? Anyways, Emily had to go to work, so Neal came over and hung out for a while. We did nothing. For an excrutiatingly long period of time. Then Neal wanted to set up my bench press rack thing, which then involved rearranging my entire game room in order to do so. With that finished, and the clock reaching 9:30, Neal decided he was hungry, so he left. I didnt eat. James came home from Las Vegas later, and brought me some stuff. I smiled, its awesome stuff. And now im here, talking to my cousin from California online. Its been a great day, a simply fantasmic day. Nothing can bother me as of this moment. Oh yea, and Jeff didnt come to my house at 12:45 to get some blank cds without his parents knowing on a bike, in case you were wondering if anything of the sort occurred, because it didnt. Well, im done typing useless banter for now, ill probably resume that task later...  Song of the Day: A Beautiful Day, by U2 Quote of the Day: ""What in the hell is an Accord?"" Neal...",9
"Well, today wasnt very exciting. My mom had a root canal today, so, to put it lightly, she's not in the best of moods. She's not pissy or anything, just in pain, and i cant blame her. Anything that has to do with teeth is pretty much unjustifiable by medicinal reasons, and is almost always unbearable. Ive been trying to help her out all day. It made me really realize how much she does around the house, its crazy. I love my mother, as do most of my friends. She's adopted half of them, and she's always so cool about having people hang out over here. She's the coolest. Anyways, i was listening to music, (quietly), and just decided to download the most random stuff ever. Stuff that would irritate the hell out of most people. Can anyone say, ""Im a punk rocker..""? Ugh... Yea, she dont know no David Bowie, no Sex Piestols, she's like 17, they're like 100. Anyways, i was listening to one of Avril's songs, and i just kinda noticed how during parts of the song, she sounds just like Ashley Elgie. Im serious. Listen to ""Im with you"", (for as long as you can stand it), and think about how Ashley sounds, its like exactly the same. Anyways, we didnt end up getting any pictures of Toby and his yellow diaper of justice, i wish we wouldve, but the memories will last forever. Haha, still funny... Oh yea, Michael and Jeff came over the day before yesterday, we hung out, it was pretty cool. Michael and I got pissed that Jeff was so good at Clone Wars, i was about to strangle the kid. We were P-I-S-E-D...... Pised? Im taking Emily out for her birthday tomorrow for lunch, anywhere she wants. She's not doing a good job deciding where she wants to go though. Hmmm, i played some more Metroid Prime today. Im still afraid of Meta-Ridley. Im pretty much afraid of that whole game, i dont really know why, cause its not scary. Ill probably try and finish it tomorrow. After lunch, if Emily ever makes up her mind. Jeff leaves friday, ill have another less person to talk to/hang out with, itll be sad. Meh, he'll have a good time in the north. I talked to a girl that i like today, we're gonna hang out some day next week. She's gonna stop by after she gets done doing her extensive cross country mandatory workout. Hopefully itll be a good time and i wont just be retarded.   Im feeling unusually content right now. Pretty much everybody i know, or care about at the moment, is happy. Its awesome how summer does that to people. My views on unhappy people are that they shouldnt keep hanging out with people that: A) Make them unhappy, or B)Are also unhappy. Im in a great mood, i have plans to do stuff this week and weekend. Itll be a good time. Haha, south park is a funny show, i just remembered a quote from the episode, ""Asspen"". A ski instructor was telling the boys how to ski, and he used the pizza and french fries analogy. ""If you pizza when you shouldve french fried, you're gonna have a bad time. If you forget to pizza, you're gonna have a bad time."" ""When are we supposed to be having a good time?"" Haha, download it, its priceless. U2 is one of the greatest bands of all the world. I hope Bono beats out the Pope for the Nobel Peace Prize. Haha. Also, you should listen to the solo that Mista Martinez wants me to play, its not possible. Carnival of Venice is the name of Satan himself. Download, and begin to cry immediately. Anyways, im done doing my rambling for the night.  Song of the Day: Im With You, by the Punk Rocker, AVRIL Quote of the Day: ""I dont remember Pete being like that, kids, get the horseshoes...""",9
"Happy Birthday to Shauna!!!!!!! Oh, and by the way, what happened yesterday, all that talk, i was just in an extremely bad mood. Don't worry or anything, its all good. I had a lesson today, i sucked. Maybe i should practice...... I did get to see Mr. M's braces though. You can't even see them practically, its not fair. Anyways, im better than him at the moment, it made me smile. Anyways, people are coming over to hang out tonight, and my family is now gone. Hooray! If you want to hang out, just show up, its all good. It'll be a fun time. Tell Shauna Happy Birthday, or else. Ill update again later, with something happier, i promise. I need to go run or something, anything that makes you happy.  Song of the Day: Everybody Hurts, by REM Quote of the Day: ""I just dont think she couldve done it, i mean, excersise gives you endorphins, and endorphins make you happy. Happy people just dont kill their husbands. They just dont."" Elle Woods from Legally Blonde (Actually Reese Witherspoon)",9
"I am a selfish, heartless, proud, independent bastard. Its official. I think ive managed to piss every last one of my friends off in the past month. I love the fact that i dont know what im doing to anybody either. I pissed off jacob earlier, i dont know how or why, i was reading what he was saying, trying to really absorb it, and i was doing other things, like check and write e-mail, and he gets all angry because i didnt respond or anything or whatever. I dont know, i dont even know who im typing this to. I dont have any friends who read this anyways. So its just me, feeling sorry for myself as usual, but of course, i wont burden you with my problems, heaven forbid that i concern you with anything that has to do with my god forsaken life. I really do admire jacob for trying to help me tonight, trying to convince me im no burden, but if im not, then why did he get offline in a rage. I want to know the logic behind that one. I wonder if i have any sharp knives in my house... My head still hurts. I wish i could make somebody happy. Just at least one person, thats all i want. To make somebody truly happy for once. I want to be able to make somebody cry or pass out, or faint, or just fall over giddy in glee and joy. I could care less how i feel at that moment, but i just want somebody to be happy by my hands. Maybe Jacob is right, maybe i should open up more. But then again, what is this, pretty much open to me. Its not like i expect anybody to solve my problems. Thats the reason for why i dont even ask for help. I wonder why i feel the way i do sometimes. At least everybody else pretends they're happy most of the time. I was told tonight that i scare a lot of my friends, and that i make people worry. I feel awful. My head hurts, maybe ill do something to stop the pain....",9
"Yep, im in a super terrible mood/mindset today. I just feel like ""whats the point"". A friend of mine, who's been very awesome to me lately, summed it up well. He said i was apathetic, and i replied by saying that caring about everything has brought me this far, why not try a change. He knows me so well, he knows my feelings, he knows what kind of person i am, and i wonder how he knew that stuff while i sit here confused as to why i cant even bring myself to go up stairs like normal people, or stop counting things. I've had a lot of headaches lately. I've been around too many people and heard too many thoughts the past couple of days. My head hurts now. You wouldnt understand what its like to have to focus on what you are thinking about personally. Nevermind, i dont want to get into that. My problem is that i care about people, and i dont want them to care too much about me. I feel bad when i tell people my problems, because i dont want to cause any distraction in their life by forcing them to concern themselves with mine. I feel bad for making people talk to me about my problems because i know that whatever is bothering me has affected somebody else too. My head hurts. If you were here right now, i would know what you thought of this, and i would also know how confused you were while you read. Maybe ill tell you if you ask me what this means, but you wont believe me, its stupid to me. Im glad i have good friends, 2 mainly who both stayed up late to talk to me even though they have drumline camp tomorrow. I appreciate people, i just dont know why they appreciate me so much. My head hurts.   Song of the Day: Cross My Heart, by The Rocket Summer Quote of the Day: Any of the humorous things i felt or heard from people ive been around all weekend. True Friends: Ryan and Jacob",9
"I leave today for my family reunion. Hooray... Meh, itll be alright. My family isnt as dysfunctional as some. It'll be a good time. Well, ill need to hang out with people upon my return, so keep your schedules open. I wont be online, or updating for a couple of days... and ill be bored. But, hopefully, my family will keep my occupied and in a good mood. Im happy now, i dont want that to stop.  Song of the Day: Die Another Day, by Madonna Quote of the Day: ""Can you say banana?"" ""No!"" Can you say no again?"" ""(no reply)"". My baby cousin, and my step-dad. Mystery Count: 4 days",9
"Family! So many family members here today. Kinda a good time most of the time, but there's always the down bringers. The baby is cute, but its louder than Coach Horton, (if you remember him), and enjoys screaming, kicking, and breaking things. My cousins from California came down too, they're super awesome, and so ""hip"", (there's that word again), cause they live near Hollywood... or not so much the hipness. Meh, either way, it was a good time, much fun was had by all. My friends are still great, i just feel terrible for not being able to see Emily on her big day of birth. Most of the people i know are happy at this moment, which in turn makes me ecstatic. I feel great when everyone around me feels good. I could most of the time care less whats going on in my own life as long as the people i care for are alright. Wow, Conan was freakin hilarious tonight, haha, Wrist Hulk, haha, so funny. There's not a whole lot on my mind tonight. Im not still laughing right now, because toby got his diaper off, and we didnt get any pictures, sadly enough. I got to bed at 6:30 AM last night, and got up at 10, so needless to say, im a tid bit on the tired side, so ill probably get going soon.  Song of the Day: Rest In Pieces, by Saliva Quote of the Day: ""Yea, i worked with a guy named Mofuck once. Whenever i would be showing people around the office, he would intentionally find me and make me introduce him. So i would be all, ""Hey..... Mofuck!"" and of course i would recieve an assortment of dirty looks. At least its better than when i worked with Likshit."" My cousin from California.... OMG, funniest thing ever!!! Mystery Count: 3 days",9
"TODAY IS EMILY'S BIRTHDAY! WOO HOO! wOOt WooT ^^! RAISE THE ROOF! EVERYBODY WISH HER A HAPPY BIRTHDAY, (or suffer the dire consequences), HOORAY!",9
"I just got done talking to Ryan. He's an amazing guy that one. We talked for hours on end about everything. Im considering him one of my great friends now, because he's done so much for me. I feel great now, probably primarily because i talked to him, and even started to open up about things that i normally try to avoid. I feel indebted to him because of the impact he's had on my life so far. Anyways, its early/late, and im in a fantastic mood. Just thought id write something out. I wonder if anybody is reading this. But thanks Ryan, you're awesome.",9
"Wow, its been an exciting night. You have no idea. Ok, so, i hang out all day, doing nothing, cousins are on their way, and my family has ordered pizza. While we all eagerly await our nourishment, (not so much me, because my teeth hurt like no other), we see a car pull up in front of our house. Excited that we now have food, my family gets up off of their butts, (hard to do), and go look outside, and who other than Mrs. Peek walks to the door. After talking to Kacy's mom for a little while, (who is a pretty hip and cool person, thats right, i said hip), we go back inside to continue waiting for pizza. When our pizza finally arrives, (which is hand tossed, which we all dislike), we eat, and then begin a whole new round of waiting, this time for our cousins. After they arrive, and exchange hugs and news from our lives, we hear the pleasant sound of children crying and dogs yelping. Oh yes, how pleasantly relaxing it was. Anyways, Toby, (my dog), returns from meeting the DOBERMAN that lives down the street, with a big happy giddy BLOODY smile. So we pack him up in towels and throw him in the car and head out for a vet that is open at 9 PM. After locating one, we go inside, toby dripping everywhere and I without shoes, to see the doctor, who by some odd chance of luck and amusement, has a MULLET, multi-colored frog scrubs, and an earring on his left ear. Many laughs i had in the car on the way home. Anyways, after Toby got his 3 staples for his LACERATION, and a big stupidly hilarious looking yellow diaper for his punctures, (haha, so funny looking), we returned home, where Toby then does not move after being placed on the ground again. He doesnt move at all, not even a step, its so funny. And now im here, still laughing at Toby's rediculous diaper. Haha, you have to see it, ill take pictures. Anyways, thats all for today, im done, and thats the extent of my day.",9
"Hmm, thought for the day, i need to do something with my hair, it needs a change. I know i promised somebody that i would grow it out, but im just looking for an idea of what to do. Give me some suggestions, or else you'll be forced to look at the terrible mess on top of my neck, (no, not my face, there's nothing i can do about that). Tell me what i should do. My cousins come in from Lubbock, yes the huge famous exciting fast paced headlining city of Lubbock, today and they are some of my favorite relatives. All of my favorites live far away, i wonder if thats a coincidence... Anyways, im looking forward to seeing them. You should stop by and meet them, they're awesome, and they have a baby and a really awesome daughter. If you stop by, it might also give them the illusion that i have friends, haha. Anyways, i just felt like posting something, oh, and funny thing said today...  ""HopeToBeAnAggie: i wasnt trying to kill you hotstuff793: i know HopeToBeAnAggie: i just hit you in the face with a pool toy, and almost drowned you hotstuff793: LOL HopeToBeAnAggie: that's not attempted homicide HopeToBeAnAggie: just being really mean""  Yep, Cassie's great, if you disagree, i dont care, she's cool to me. If you get a personal quote in here, it means something, so feel proud if you do. Hooray for family reunions this weekend... oh wait, no. SO MANY SMALL CHILDREN. Im not a big fan of the tiny children, but whatever, its only for like 2 days. Well, im out of things to say, may post something later after day 1 of being with Rusty and Mindy, (thats my cousins names by the way).   Song of the Day: Calling You, by Blue October Quote of the Day: See above ^ Mystery Count: 2 days",9
